"","Source","SSP","RCP","GCM","Year2","cCotton.sum","cCorn.sum","cRice.sum","cSoybean.sum","cSugar.sum","cWheat.sum"
"1491","Non-harmonized","ssp1","rcp45","ipsl",2085,-207568.300427587,-8948981.4947715,-12049627.4534032,-762788.600486052,-15796.2552465392,-3387184.45386201
"1492","Non-harmonized","ssp1","rcp45","ipsl",2090,-213662.635703214,-9769706.10984796,-12064380.7100996,-817988.262632465,-14687.0687589969,-3392717.79711989
"1493","Non-harmonized","ssp1","rcp45","ipsl",2095,-224052.904855665,-10225793.077536,-12107047.2402203,-872961.271530945,-13666.499074044,-3454681.80296282
"1494","Non-harmonized","ssp1","rcp45","ipsl",2100,-240681.147422575,-10976365.3317242,-12184413.1724018,-932234.782924835,-12229.8925700131,-3557185.00338569
"1495","Non-harmonized","ssp1","rcp45","miroc",2015,143817.051244255,2871141.6229106,-7426030.3991137,68979.8065326857,-265039.963544056,-1310207.53671295
"1496","Non-harmonized","ssp1","rcp45","miroc",2020,94235.8567623878,904035.170204815,-8211359.10007105,-89105.6924410456,-184392.044050226,-1899815.75533537
"1497","Non-harmonized","ssp1","rcp45","miroc",2025,61756.0103781328,-379046.821256192,-8878012.9645641,-164508.708778221,-143348.124743979,-2058045.81156621
"1498","Non-harmonized","ssp1","rcp45","miroc",2030,38498.7350240627,-1509418.7901428,-9185445.46799853,-255400.596700754,-109626.971278427,-2111943.80620571
"1499","Non-harmonized","ssp1","rcp45","miroc",2035,-8355.71551813954,-2655554.57036147,-9711408.74798229,-357562.740085911,-82941.3401043106,-2282953.78390038
"1500","Non-harmonized","ssp1","rcp45","miroc",2040,-48138.1398809727,-3517079.60771813,-10077514.2584303,-398943.288623076,-52038.2637481693,-2418229.85421011
"1501","Non-harmonized","ssp1","rcp45","miroc",2045,-66974.845138661,-4217284.26900139,-10436689.726271,-442168.27433717,-37571.5316006511,-2451271.17010781
"1502","Non-harmonized","ssp1","rcp45","miroc",2050,-84857.1190887567,-4851009.43169744,-10806621.9567968,-528604.607071323,-32113.111582088,-2454304.8548287
"1503","Non-harmonized","ssp1","rcp45","miroc",2055,-94387.317012358,-5830731.9367352,-11268009.4384883,-613704.692661986,-29338.2026255848,-2602687.42010643
"1504","Non-harmonized","ssp1","rcp45","miroc",2060,-117633.417473859,-6992184.48023948,-11825961.893443,-733439.392889935,-28505.7204384006,-2721992.92396394
"1505","Non-harmonized","ssp1","rcp45","miroc",2065,-120370.882794632,-7883678.75375861,-12238424.0107838,-770527.744943388,-27964.3685769,-2800296.48630262
"1506","Non-harmonized","ssp1","rcp45","miroc",2070,-142516.591918032,-8833158.44194154,-12513525.4192956,-837171.214063718,-24440.6135277405,-2932302.673098
"1507","Non-harmonized","ssp1","rcp45","miroc",2075,-176498.454286248,-9788832.82744633,-12712942.8702916,-934467.034802929,-21926.5091638828,-3005057.93975836
"1508","Non-harmonized","ssp1","rcp45","miroc",2080,-200897.526423981,-10959448.3961811,-12951627.490322,-962402.328690932,-20133.8385551703,-3137756.75268576
"1509","Non-harmonized","ssp1","rcp45","miroc",2085,-215930.235085667,-11774420.0519805,-12923373.6554378,-1038941.94551248,-18691.1201716907,-3188329.3873284
"1510","Non-harmonized","ssp1","rcp45","miroc",2090,-228166.752850876,-12765059.3318692,-13048623.6591033,-1101450.06132807,-16151.6076025311,-3238541.61369368
"1511","Non-harmonized","ssp1","rcp45","miroc",2095,-251283.253913006,-13701891.1764427,-12798619.8244324,-1248537.90653021,-13358.3148801356,-3336461.46542378
"1512","Non-harmonized","ssp1","rcp45","miroc",2100,-263848.676024327,-14567931.2229445,-12864154.405191,-1308448.549151,-11498.3664027224,-3425924.29461711
"1513","Non-harmonized","ssp1","rcp45","noresm",2015,146325.570436515,3652179.84181579,-7364110.05786261,119389.128249947,-331738.376664689,-1358760.03796703
"1514","Non-harmonized","ssp1","rcp45","noresm",2020,103038.153690391,1742698.56885769,-8222016.44850411,12585.9036128803,-222905.168040337,-1957554.41016981
"1515","Non-harmonized","ssp1","rcp45","noresm",2025,61501.4468014766,531012.357485903,-8615000.01718651,-85380.8607358195,-158239.84528437,-2038209.51313099
"1516","Non-harmonized","ssp1","rcp45","noresm",2030,33335.525275788,-612786.793840093,-8889621.9836472,-176978.441609876,-129302.643271232,-2026839.1796413
"1517","Non-harmonized","ssp1","rcp45","noresm",2035,-9627.42585847658,-1548450.66116659,-9369228.28632489,-233080.66771707,-103618.431924844,-2112409.49417289
"1518","Non-harmonized","ssp1","rcp45","noresm",2040,-51857.0877794718,-2337056.21729984,-9734077.64566092,-287512.387800142,-81415.9163388363,-2233905.4215078
"1519","Non-harmonized","ssp1","rcp45","noresm",2045,-68060.1859486234,-3497018.50106454,-9822275.86697607,-335043.287533594,-75884.0011640188,-2366740.52331496
"1520","Non-harmonized","ssp1","rcp45","noresm",2050,-90325.8750551463,-4221734.72272465,-10059003.5234896,-384326.043915077,-67833.5048411917,-2445258.08904233
"1521","Non-harmonized","ssp1","rcp45","noresm",2055,-106969.923158235,-4951378.08846204,-10444756.5048168,-465456.046218891,-53916.2495452923,-2543812.6444133
"1522","Non-harmonized","ssp1","rcp45","noresm",2060,-124069.420373627,-5831713.85118364,-10767699.6393882,-554976.386011273,-48013.9509716951,-2667033.36880695
"1523","Non-harmonized","ssp1","rcp45","noresm",2065,-141082.813492395,-6382187.47988603,-10991502.4917997,-626462.66045887,-39854.3693015487,-2753854.83332927
"1524","Non-harmonized","ssp1","rcp45","noresm",2070,-146181.397432826,-7161609.66921173,-11060486.040898,-695771.681286339,-34451.7880429989,-2842925.32711929
"1525","Non-harmonized","ssp1","rcp45","noresm",2075,-169671.590994858,-7541343.47400624,-11551641.7167431,-733919.955241661,-26831.9247398526,-2877692.8039327
"1526","Non-harmonized","ssp1","rcp45","noresm",2080,-179161.254655572,-8244538.90323364,-11590050.4374281,-772408.213826527,-22584.8017521033,-2946303.50553292
"1527","Non-harmonized","ssp1","rcp45","noresm",2085,-173316.950659553,-8999927.6084239,-11484221.6323719,-814336.731848671,-18943.2055282235,-2990658.55747194
"1528","Non-harmonized","ssp1","rcp45","noresm",2090,-179485.015904491,-9639806.06873013,-11663337.8047417,-898908.668388766,-16751.7652906807,-3036867.01005093
"1529","Non-harmonized","ssp1","rcp45","noresm",2095,-179706.348364357,-10468349.1090673,-11573094.269503,-952467.562555546,-14719.8685388197,-3051071.78363183
"1530","Non-harmonized","ssp1","rcp45","noresm",2100,-193135.590511211,-11264962.5411231,-11590530.1314374,-1017624.5100493,-13001.361495419,-3096934.59535911
"1531","Non-harmonized","ssp1","rcp60","gfdl",2015,149798.891362829,3659253.31070711,-7475504.10887319,118311.890833798,-178814.034161683,-1557223.02614401
"1532","Non-harmonized","ssp1","rcp60","gfdl",2020,116157.128722991,1791044.67096635,-8095711.79899003,-18857.61454584,-168324.753263345,-1775818.42995125
"1533","Non-harmonized","ssp1","rcp60","gfdl",2025,69904.4301917656,669565.609772751,-8559104.06581192,-89367.3771584311,-96906.7266173414,-1869028.2307663
"1534","Non-harmonized","ssp1","rcp60","gfdl",2030,52613.2679644584,-720026.579372743,-8934815.35937884,-158671.109711277,-86606.313754972,-1887606.54848778
"1535","Non-harmonized","ssp1","rcp60","gfdl",2035,9030.90110963759,-1580502.8632338,-9272320.47410237,-223432.425864002,-70866.5201629696,-1919764.30822577
"1536","Non-harmonized","ssp1","rcp60","gfdl",2040,-25167.2122573153,-2606733.62219584,-9315331.25568838,-216276.357761841,-54128.1803957739,-2040586.6625413
"1537","Non-harmonized","ssp1","rcp60","gfdl",2045,-44517.3457170371,-3208706.1510141,-9252637.06886983,-235831.199920421,-42565.9965398654,-1992880.75854295
"1538","Non-harmonized","ssp1","rcp60","gfdl",2050,-45611.1736542795,-3856656.99142342,-9280587.96094383,-248511.148169746,-33251.9835946763,-2011991.56029946
"1539","Non-harmonized","ssp1","rcp60","gfdl",2055,-52121.6954452695,-4746375.01452779,-9365867.70094039,-323818.232640064,-29659.9167501527,-2126222.89681022
"1540","Non-harmonized","ssp1","rcp60","gfdl",2060,-79841.2312507189,-5463718.90236547,-9746175.67131477,-429861.816535601,-27512.6846980802,-2221869.84626897
"1541","Non-harmonized","ssp1","rcp60","gfdl",2065,-94033.8312769485,-5963325.77698894,-9771632.78977854,-480382.439111241,-27390.9121889133,-2302011.96678844
"1542","Non-harmonized","ssp1","rcp60","gfdl",2070,-113578.673292303,-6664031.60358997,-9921964.92752206,-545312.638937431,-22817.1438567953,-2321547.98679614
"1543","Non-harmonized","ssp1","rcp60","gfdl",2075,-125409.14592273,-7752318.03404442,-9787439.63590078,-591932.073902107,-22249.4980638669,-2379331.96266564
"1544","Non-harmonized","ssp1","rcp60","gfdl",2080,-141910.982400372,-8421456.01441543,-9875343.06516498,-615804.997200559,-20301.3347829871,-2445288.64428778
"1545","Non-harmonized","ssp1","rcp60","gfdl",2085,-142928.835585913,-8883482.41911281,-9684685.89251468,-640151.069928503,-16520.5449875242,-2416455.38815017
"1546","Non-harmonized","ssp1","rcp60","gfdl",2090,-145665.200587187,-9484188.506712,-9610646.7320216,-690460.597854996,-13640.693406747,-2420466.84076958
"1547","Non-harmonized","ssp1","rcp60","gfdl",2095,-139056.490691734,-10557824.7155773,-9366699.1920776,-674395.746449732,-10725.6363773677,-2382553.94442084
"1548","Non-harmonized","ssp1","rcp60","gfdl",2100,-141737.66899389,-11405423.9223207,-9195733.88227929,-728056.444469579,-9202.30605552497,-2436103.43553362
"1549","Non-harmonized","ssp1","rcp60","hadgem",2015,146013.821037995,3862598.10430493,-7427485.28675324,110304.863522549,-183915.788994675,-1605203.03213195
"1550","Non-harmonized","ssp1","rcp60","hadgem",2020,107191.888251672,2021280.62550385,-8177496.06969981,-6915.49987428464,-184888.771583934,-2048588.01360184
"1551","Non-harmonized","ssp1","rcp60","hadgem",2025,74195.8377293044,1097457.83114129,-8550083.45016445,-112306.641684291,-124522.900247551,-2193900.9894015
"1552","Non-harmonized","ssp1","rcp60","hadgem",2030,32679.7349116392,434305.868256284,-8880480.86970492,-185353.60037109,-104941.227478865,-2213478.12400189
"1553","Non-harmonized","ssp1","rcp60","hadgem",2035,-8690.0179436628,-247684.517655684,-9257871.77579756,-264434.327552788,-82840.1358335004,-2327478.6022011
"1554","Non-harmonized","ssp1","rcp60","hadgem",2040,-17482.6554671334,-788074.421469406,-9451198.04506893,-316478.763147971,-63766.3953007657,-2386904.86715095
"1555","Non-harmonized","ssp1","rcp60","hadgem",2045,-29462.6401944833,-1821957.97126868,-9587183.84403115,-358945.328352362,-51803.422408471,-2351863.41112402
"1556","Non-harmonized","ssp1","rcp60","hadgem",2050,-56496.2379822868,-2941809.57163336,-9647416.52924758,-392654.758368808,-39268.1928585171,-2295475.48593716
"1557","Non-harmonized","ssp1","rcp60","hadgem",2055,-65759.0004658593,-3953687.02855966,-9853484.82467296,-487954.446413662,-34006.9600333955,-2441072.10815507
"1558","Non-harmonized","ssp1","rcp60","hadgem",2060,-90570.2704039182,-5297459.95600635,-10118939.6941284,-484066.758752165,-26571.0868592499,-2599214.53348025
"1559","Non-harmonized","ssp1","rcp60","hadgem",2065,-102588.694444443,-5778799.81228714,-10319922.2600585,-524388.811235518,-25983.3971203372,-2639179.09770743
"1560","Non-harmonized","ssp1","rcp60","hadgem",2070,-126920.291966792,-6711536.74065419,-10375670.8008551,-623890.142681945,-25558.8529315682,-2748575.69048038
"1561","Non-harmonized","ssp1","rcp60","hadgem",2075,-144745.961176731,-7747742.21477164,-10371085.4336087,-685446.506332371,-25019.7007793256,-2833185.07508769
"1562","Non-harmonized","ssp1","rcp60","hadgem",2080,-142698.085220224,-8439796.38057988,-10297943.5378258,-724514.466465112,-24587.2922692214,-2850501.63004391
"1563","Non-harmonized","ssp1","rcp60","hadgem",2085,-145303.512429981,-8270817.48654764,-10285986.3527339,-737611.456104908,-20943.5845036325,-2748139.09318705
"1564","Non-harmonized","ssp1","rcp60","hadgem",2090,-141118.012893424,-8950523.72254054,-10222370.0825133,-751612.025531648,-18510.149046069,-2730914.20834941
"1565","Non-harmonized","ssp1","rcp60","hadgem",2095,-141980.309574148,-9844480.95534651,-10127338.4224189,-800720.449083806,-16802.9431286515,-2772623.27615482
"1566","Non-harmonized","ssp1","rcp60","hadgem",2100,-138184.772418237,-9961688.7888961,-10027469.9815731,-889721.737468555,-13868.8422346847,-2810208.3354312
"1567","Non-harmonized","ssp1","rcp60","ipsl",2015,155812.830205789,3057294.56779717,-7440212.765762,120657.925133198,-205814.891205008,-1286437.56860666
"1568","Non-harmonized","ssp1","rcp60","ipsl",2020,101420.360430901,1412008.09950832,-8126695.48036768,2729.46166777952,-153338.846405002,-1853785.5833224
"1569","Non-harmonized","ssp1","rcp60","ipsl",2025,61469.99809026,200216.506578516,-8525732.17700758,-103292.65229286,-132509.826356328,-2015050.69258885
"1570","Non-harmonized","ssp1","rcp60","ipsl",2030,29249.674116323,-921688.531391456,-8793112.21248615,-235192.834099955,-98403.8256554696,-2092096.22344592
"1571","Non-harmonized","ssp1","rcp60","ipsl",2035,-5452.02464537486,-1904439.37051844,-9252883.10433905,-303453.717464922,-79841.3925348553,-2216383.92788411
"1572","Non-harmonized","ssp1","rcp60","ipsl",2040,-43853.0058954013,-2814096.03804211,-9626703.05743754,-367072.289961977,-61270.8806110184,-2378691.22292087
"1573","Non-harmonized","ssp1","rcp60","ipsl",2045,-66879.5807895687,-3510692.76622021,-9727828.03254877,-414386.810969208,-60206.2725065749,-2398476.61115569
"1574","Non-harmonized","ssp1","rcp60","ipsl",2050,-75573.5923906394,-4312130.56693489,-9741232.26850506,-389806.443821874,-51034.1382744476,-2389729.83244794
"1575","Non-harmonized","ssp1","rcp60","ipsl",2055,-84186.6734968958,-4911127.4386564,-9898801.70690458,-436433.020722332,-44959.4622645249,-2521749.99965379
"1576","Non-harmonized","ssp1","rcp60","ipsl",2060,-91740.1355773421,-5552902.222771,-10110956.4213841,-500271.10056179,-42374.090798109,-2520451.39471403
"1577","Non-harmonized","ssp1","rcp60","ipsl",2065,-105006.953409174,-6231334.26445248,-10337766.6910988,-580474.484386734,-41489.0106504258,-2584419.16522589
"1578","Non-harmonized","ssp1","rcp60","ipsl",2070,-103132.473047523,-6729843.0842256,-10432443.2802233,-616879.857574486,-39378.2160500865,-2595528.74129563
"1579","Non-harmonized","ssp1","rcp60","ipsl",2075,-94555.4516287613,-7192365.05691374,-10482287.8482602,-621532.245731396,-36851.6461229838,-2561629.99811824
"1580","Non-harmonized","ssp1","rcp60","ipsl",2080,-100671.009486129,-7784301.78276001,-10740913.2595791,-653631.316528729,-33368.9883949705,-2586462.93574487
"1581","Non-harmonized","ssp1","rcp60","ipsl",2085,-109531.838248796,-8750361.36685284,-10648068.3400764,-710355.915237842,-30322.4642827202,-2532435.17326266
"1582","Non-harmonized","ssp1","rcp60","ipsl",2090,-118326.768176496,-9315149.38084413,-10804654.7511624,-742026.346418132,-28893.6179086971,-2566460.97911513
"1583","Non-harmonized","ssp1","rcp60","ipsl",2095,-118429.824943086,-10056970.1073832,-10642923.5200674,-754096.822360756,-27440.2434374112,-2564397.20989172
"1584","Non-harmonized","ssp1","rcp60","ipsl",2100,-122235.895272763,-10980942.5778597,-10553322.6779176,-807007.512433277,-24700.5044522317,-2601854.64563767
"1585","Non-harmonized","ssp1","rcp60","miroc",2015,164018.003807194,3833967.18518716,-7366538.8346013,105891.90983646,-154842.176466474,-1424998.64734722
"1586","Non-harmonized","ssp1","rcp60","miroc",2020,119208.278822637,1836402.66972385,-8094639.73096467,-43127.0292465357,-171383.280306719,-1770416.18052747
"1587","Non-harmonized","ssp1","rcp60","miroc",2025,74996.8812333144,385511.357504714,-8506337.81398425,-166899.816809292,-134531.986190919,-1843984.66439458
"1588","Non-harmonized","ssp1","rcp60","miroc",2030,42386.3759799675,-1073970.45952633,-9133197.3328699,-265229.936372398,-107650.072081141,-1920882.87397268
"1589","Non-harmonized","ssp1","rcp60","miroc",2035,-12283.2097653299,-1973148.14146487,-9112834.50665839,-328997.153318525,-96687.8828596707,-2005035.20244098
"1590","Non-harmonized","ssp1","rcp60","miroc",2040,-21456.5622606902,-2671051.20664655,-9244403.72851135,-382984.725701611,-82222.8682204516,-2025791.12259416
"1591","Non-harmonized","ssp1","rcp60","miroc",2045,-24063.110445867,-3669083.07743811,-9372017.28770101,-428847.826289173,-64361.1621130621,-2094582.71462373
"1592","Non-harmonized","ssp1","rcp60","miroc",2050,-41514.0052350163,-4403463.85091437,-9453157.94731407,-463879.477326627,-54674.8083287604,-2118983.74877507
"1593","Non-harmonized","ssp1","rcp60","miroc",2055,-50160.0531958052,-5318889.68585247,-9562346.76581147,-514319.240278214,-47167.4775677154,-2272201.09046018
"1594","Non-harmonized","ssp1","rcp60","miroc",2060,-68974.1682847096,-6386034.00077506,-9664391.97073371,-597335.372884087,-43332.3135347595,-2350988.69010748
"1595","Non-harmonized","ssp1","rcp60","miroc",2065,-75821.3815858827,-7382615.10835168,-9980303.85172408,-648030.897916158,-37171.175760162,-2421542.15182883
"1596","Non-harmonized","ssp1","rcp60","miroc",2070,-83271.359227001,-8167439.14520166,-10083982.8309047,-712173.99608562,-33463.7137701784,-2520689.01347958
"1597","Non-harmonized","ssp1","rcp60","miroc",2075,-106030.679682336,-9205336.26510992,-10205613.8208256,-796626.578359131,-32859.2462408833,-2572907.63562891
"1598","Non-harmonized","ssp1","rcp60","miroc",2080,-118522.234345601,-10108160.8066154,-10360296.0177716,-847356.804620527,-29897.6338590039,-2544186.12509088
"1599","Non-harmonized","ssp1","rcp60","miroc",2085,-115734.915976028,-10571576.1351639,-10474215.1143117,-831726.040000056,-26846.0344740356,-2544354.93575118
"1600","Non-harmonized","ssp1","rcp60","miroc",2090,-122029.696031709,-11372294.5712606,-10556501.2791639,-876821.526930221,-24564.111790878,-2597314.33234538
"1601","Non-harmonized","ssp1","rcp60","miroc",2095,-125656.622504599,-11694129.4590505,-10466901.0056922,-916448.512315743,-23187.4945678571,-2634555.42632259
