"","Source","SSP","RCP","GCM","Year2","cCotton.sum","cCorn.sum","cRice.sum","cSoybean.sum","cSugar.sum","cWheat.sum"
"1319","harmonized","ssp5","rcp85","miroc",2035,-582896.404218363,-46392568.9861864,-15292888.2987877,-3417153.77918476,-227571.741694099,-8721658.29071373
"1320","harmonized","ssp5","rcp85","miroc",2040,-674685.007682644,-53674594.8352862,-16566708.9349384,-3870867.81780973,-194070.900364166,-9415970.15766541
"1321","harmonized","ssp5","rcp85","miroc",2045,-766102.834221251,-61618019.8309584,-18108505.9497791,-4433982.47397866,-157059.042495165,-10283078.3815219
"1322","harmonized","ssp5","rcp85","miroc",2050,-838214.062847025,-68648680.5527644,-19498947.0659609,-4794536.43989478,-141158.446980949,-10918966.7208662
"1323","harmonized","ssp5","rcp85","miroc",2055,-951487.884004566,-78981313.5529132,-21406122.0955744,-5373616.91608832,-133571.207042898,-12374045.1773892
"1324","harmonized","ssp5","rcp85","miroc",2060,-1086870.87598938,-89826413.7671789,-23594358.3902728,-5967490.39750366,-130028.624516549,-13880624.3788091
"1325","harmonized","ssp5","rcp85","miroc",2065,-1236543.23712707,-101598788.881393,-25546862.3817531,-6555903.4275621,-128468.432514764,-15111871.2744848
"1326","harmonized","ssp5","rcp85","miroc",2070,-1378694.18345641,-113578506.322981,-27342733.6907308,-7314236.48629231,-124027.772139822,-16573076.4374127
"1327","harmonized","ssp5","rcp85","miroc",2075,-1514470.63078089,-129352953.759659,-29328103.5974429,-7895998.38060488,-120550.657502262,-18476329.7620069
"1328","harmonized","ssp5","rcp85","miroc",2080,-1641042.83716991,-142408287.271706,-31277347.1739082,-8725854.66564401,-114358.143075652,-20174011.2023636
"1329","harmonized","ssp5","rcp85","miroc",2085,-1776652.46533162,-160928669.830025,-33516706.3994513,-9375674.01943403,-101735.142970726,-22047168.5930455
"1330","harmonized","ssp5","rcp85","miroc",2090,-1859078.26818651,-178169494.848349,-35072737.6753321,-10087688.3818202,-91625.5712768519,-23901988.3504742
"1331","harmonized","ssp5","rcp85","miroc",2095,-1968488.99885815,-197656593.470311,-37000974.8468067,-11000648.1664924,-85096.7961863077,-26010409.9325354
"1332","harmonized","ssp5","rcp85","miroc",2100,-2081505.21606924,-219287033.018825,-38831747.2306639,-11823150.1086617,-78404.0917581447,-28279050.0116504
"1333","harmonized","ssp5","rcp85","noresm",2015,-221734.992415697,-19853171.1602688,-9619008.50998244,-1489239.88486709,-347076.154637886,-5994385.89447827
"1334","harmonized","ssp5","rcp85","noresm",2020,-303400.862222392,-26055559.8724478,-11051085.5680572,-2010096.79337061,-307998.166323738,-6783291.76602016
"1335","harmonized","ssp5","rcp85","noresm",2025,-376642.435195511,-32802593.527497,-12307648.9649872,-2503218.09303885,-274772.297736572,-7386782.69431524
"1336","harmonized","ssp5","rcp85","noresm",2030,-437714.503124312,-38652068.9457497,-13490022.1036821,-2961346.15723981,-244791.611444294,-7754716.02348313
"1337","harmonized","ssp5","rcp85","noresm",2035,-531429.34862516,-45207880.4155043,-14151238.0920493,-3543175.20899901,-216448.108262256,-8651187.51256759
"1338","harmonized","ssp5","rcp85","noresm",2040,-621753.892071144,-52208101.2735395,-15961685.3766512,-4117947.61598363,-193138.134876816,-9487156.13435994
"1339","harmonized","ssp5","rcp85","noresm",2045,-707276.255815816,-59160236.1608667,-17026938.2233175,-4662753.58725348,-149214.795840281,-10255619.4329219
"1340","harmonized","ssp5","rcp85","noresm",2050,-779394.367567607,-65526968.8315033,-18092825.2098083,-5143016.28604189,-113458.81025827,-10917266.1275196
"1341","harmonized","ssp5","rcp85","noresm",2055,-898961.114479747,-74805058.2273283,-19614083.2852297,-5680489.89034275,-114294.716451458,-12134725.1707256
"1342","harmonized","ssp5","rcp85","noresm",2060,-1028973.95013247,-84611611.8284589,-21345457.2543414,-6275319.39548281,-107240.64921707,-13304375.671415
"1343","harmonized","ssp5","rcp85","noresm",2065,-1163555.52643197,-95416490.8175617,-23604803.2776932,-6982662.73854864,-104752.016986398,-14317782.4356932
"1344","harmonized","ssp5","rcp85","noresm",2070,-1282853.91693874,-106365840.934609,-25278751.2250031,-7622669.77994353,-97603.6378800899,-15565767.9318906
"1345","harmonized","ssp5","rcp85","noresm",2075,-1409751.09008023,-119412104.917274,-26754241.6668767,-8558149.3779069,-89682.5595760261,-16974315.6836246
"1346","harmonized","ssp5","rcp85","noresm",2080,-1526154.21644348,-130301120.831604,-28600545.0146862,-9072197.30444663,-81177.7072332637,-18518098.1700234
"1347","harmonized","ssp5","rcp85","noresm",2085,-1618406.6761383,-143760991.328973,-30028674.3090546,-10013800.7463132,-73929.8722313975,-19957401.389994
"1348","harmonized","ssp5","rcp85","noresm",2090,-1714514.62045885,-156564714.511772,-31543544.1041471,-10801689.1121551,-68059.6374761918,-21649485.0624957
"1349","harmonized","ssp5","rcp85","noresm",2095,-1809609.68151921,-171700376.669361,-32183071.4886874,-11696351.3438941,-64442.9088404805,-23733225.1592298
"1350","harmonized","ssp5","rcp85","noresm",2100,-1914645.92676942,-186257261.021897,-33221707.5239528,-12649196.9437643,-58252.6539893236,-25393412.3700359
"1351","Non-harmonized","ssp1","rcp26","gfdl",2015,151495.160567515,3233983.89182836,-7525601.41470235,141946.740751562,-167946.290887676,-1455358.50394188
"1352","Non-harmonized","ssp1","rcp26","gfdl",2020,134741.934122006,1690206.25008378,-8330922.56531055,19724.4258267925,-167404.927817334,-1690953.3558128
"1353","Non-harmonized","ssp1","rcp26","gfdl",2025,88953.7356888596,335230.233722357,-8874665.85729036,-56157.5198713923,-169006.296625934,-1825966.06135457
"1354","Non-harmonized","ssp1","rcp26","gfdl",2030,36457.9842421092,-1299295.67831048,-9442399.76829053,-173645.27086327,-118856.234523618,-2047121.5387906
"1355","Non-harmonized","ssp1","rcp26","gfdl",2035,1230.67974402308,-2426560.91550151,-10057026.88832,-234768.165311505,-88943.5282329951,-2223117.67945689
"1356","Non-harmonized","ssp1","rcp26","gfdl",2040,-39319.1610989531,-3973268.57287206,-10820177.3385818,-308658.662866823,-74937.6080893015,-2461927.85235066
"1357","Non-harmonized","ssp1","rcp26","gfdl",2045,-114738.885329536,-5058288.44803144,-11491836.1592497,-392855.7081879,-65938.6740254047,-2694363.20463063
"1358","Non-harmonized","ssp1","rcp26","gfdl",2050,-132884.75081209,-5984119.33456538,-11685345.4827724,-442671.308662728,-53537.1031791714,-2873392.86144814
"1359","Non-harmonized","ssp1","rcp26","gfdl",2055,-158001.837189168,-6546839.74278053,-11952630.5863367,-525588.937249176,-47815.4044923486,-3012992.92163295
"1360","Non-harmonized","ssp1","rcp26","gfdl",2060,-173029.701745214,-7350126.77269111,-12151555.0311875,-585570.123556561,-39164.4398836447,-3191454.47305969
"1361","Non-harmonized","ssp1","rcp26","gfdl",2065,-193338.413844611,-8170747.81098875,-12402669.644329,-661538.141935856,-27650.7044044848,-3309117.98603407
"1362","Non-harmonized","ssp1","rcp26","gfdl",2070,-194818.390955859,-8644198.78038492,-12537904.8895924,-692351.733050378,-22458.772848776,-3409901.51213822
"1363","Non-harmonized","ssp1","rcp26","gfdl",2075,-191839.820986052,-9290769.09779051,-12310659.5413297,-710924.061025388,-17388.6515648895,-3469824.55308842
"1364","Non-harmonized","ssp1","rcp26","gfdl",2080,-198727.484998855,-10022124.4393917,-12264250.4039675,-746826.707544461,-12795.4400305247,-3496161.06910426
"1365","Non-harmonized","ssp1","rcp26","gfdl",2085,-205728.585316522,-10910100.5696599,-12231764.6187354,-758523.683304242,-10019.6004058458,-3501955.40087017
"1366","Non-harmonized","ssp1","rcp26","gfdl",2090,-197281.008606106,-11096009.8637716,-12418754.4717217,-787709.462978373,-7825.42797380536,-3527409.25557733
"1367","Non-harmonized","ssp1","rcp26","gfdl",2095,-182037.527486438,-11020831.0717287,-12388566.5352784,-772510.162856847,-6379.59051642536,-3501051.44010422
"1368","Non-harmonized","ssp1","rcp26","gfdl",2100,-172495.726468691,-10635160.5870063,-12044626.4385564,-806972.572605671,-4004.70595613466,-3415003.49807488
"1369","Non-harmonized","ssp1","rcp26","hadgem",2015,130225.924040089,3383650.92360884,-7425823.31192948,106025.212219733,-146076.435428792,-1547172.78967803
"1370","Non-harmonized","ssp1","rcp26","hadgem",2020,82695.7181081497,1517195.6169757,-8118665.03511889,-42524.2737437566,-154711.257354782,-1840461.17465659
"1371","Non-harmonized","ssp1","rcp26","hadgem",2025,51086.6557924384,282577.542567532,-8844517.2114196,-125376.018084222,-157066.893422728,-2000788.73643068
"1372","Non-harmonized","ssp1","rcp26","hadgem",2030,-6607.78156873911,-1270469.2230418,-9110572.25966785,-208764.347095806,-155950.844528919,-2298831.20764404
"1373","Non-harmonized","ssp1","rcp26","hadgem",2035,-50651.2361238521,-2289620.48988994,-9597891.51871677,-235857.082144326,-109146.28271401,-2395854.5934173
"1374","Non-harmonized","ssp1","rcp26","hadgem",2040,-84698.3543088926,-3488809.72653489,-10185712.2410711,-341949.18220364,-95912.2772690811,-2567017.00998503
"1375","Non-harmonized","ssp1","rcp26","hadgem",2045,-113644.168186037,-4584219.21579387,-10697296.2198698,-428560.968750447,-85143.021436635,-2771445.2398056
"1376","Non-harmonized","ssp1","rcp26","hadgem",2050,-143759.421998675,-5858690.39051218,-10979135.5128257,-491256.035718018,-64711.0085549177,-2867003.20639833
"1377","Non-harmonized","ssp1","rcp26","hadgem",2055,-157931.673733447,-6830542.49108733,-11414359.6603366,-541026.294251794,-53219.0303299796,-3017452.57604454
"1378","Non-harmonized","ssp1","rcp26","hadgem",2060,-183342.288236883,-7859794.24234836,-11685909.3863474,-596492.238585882,-46267.3592557772,-3102535.63288329
"1379","Non-harmonized","ssp1","rcp26","hadgem",2065,-202990.059503285,-8325781.62249557,-12021068.0272143,-673445.101906828,-37098.0169434531,-3220511.04333615
"1380","Non-harmonized","ssp1","rcp26","hadgem",2070,-215040.176126812,-9273363.96894352,-12123632.8626249,-710946.229428711,-21525.5258081121,-3298653.42224328
"1381","Non-harmonized","ssp1","rcp26","hadgem",2075,-226706.117856369,-9651689.83453935,-11962498.0743372,-774756.718194157,-15781.7480904353,-3382047.56020325
"1382","Non-harmonized","ssp1","rcp26","hadgem",2080,-231113.020680423,-10514746.2254108,-11846937.8975087,-777755.857121769,-11215.0441915564,-3435089.24412747
"1383","Non-harmonized","ssp1","rcp26","hadgem",2085,-231339.517513358,-11214515.7068064,-11697116.8884168,-777189.0028229,-7923.30256262806,-3439421.45278413
"1384","Non-harmonized","ssp1","rcp26","hadgem",2090,-223963.201977078,-11344365.1620145,-11687357.235763,-762788.659704967,-5827.15269155697,-3444091.54004342
"1385","Non-harmonized","ssp1","rcp26","hadgem",2095,-216214.096961284,-10977402.8171264,-11582425.0962266,-764642.356160028,-4304.20264107691,-3404076.88765855
"1386","Non-harmonized","ssp1","rcp26","hadgem",2100,-206261.952028878,-10616874.5260973,-11314399.0163202,-747451.724978745,-3304.58459070707,-3331635.12570122
"1387","Non-harmonized","ssp1","rcp26","ipsl",2015,148736.026169998,3350284.51990675,-7438527.84565789,111346.223930208,-163986.551829446,-1579079.86054869
"1388","Non-harmonized","ssp1","rcp26","ipsl",2020,103633.128274099,1544621.52616474,-8215976.1443977,-27362.1163693929,-150683.376132885,-1951979.95440411
"1389","Non-harmonized","ssp1","rcp26","ipsl",2025,46427.787670035,194602.546366861,-8812053.32293943,-116369.278742618,-143550.64073447,-2093182.27263883
"1390","Non-harmonized","ssp1","rcp26","ipsl",2030,-14038.5857755527,-1292691.27006221,-9236962.9733835,-224147.860895716,-124103.757858105,-2227332.71227056
"1391","Non-harmonized","ssp1","rcp26","ipsl",2035,-71831.9875752769,-2509083.63157655,-9765428.21218588,-291278.937284892,-94771.0253146284,-2485456.22952792
"1392","Non-harmonized","ssp1","rcp26","ipsl",2040,-115835.018764123,-3934463.33575512,-10433926.6376268,-387426.400016938,-84922.546860639,-2636928.81311897
"1393","Non-harmonized","ssp1","rcp26","ipsl",2045,-156148.670474744,-5007933.21389228,-10977443.398371,-464539.360295546,-73281.1323077019,-2736490.21480179
"1394","Non-harmonized","ssp1","rcp26","ipsl",2050,-175611.40851785,-6122387.19572205,-11287049.2920194,-510613.392606264,-59209.0444620334,-2817789.26500625
"1395","Non-harmonized","ssp1","rcp26","ipsl",2055,-190545.372413718,-7074743.07186036,-11767223.2367091,-580009.590240201,-51157.4485144507,-2974688.91409345
"1396","Non-harmonized","ssp1","rcp26","ipsl",2060,-216899.437608686,-8250341.29350623,-12087509.071791,-683102.4965989,-44345.8422681262,-3272163.80320346
"1397","Non-harmonized","ssp1","rcp26","ipsl",2065,-230242.14630235,-8873955.58448447,-12355013.1803681,-733881.934974488,-36740.0844595056,-3356486.43468029
"1398","Non-harmonized","ssp1","rcp26","ipsl",2070,-234709.44285036,-9440600.71765924,-12591682.0894814,-794603.030459838,-29418.7278008261,-3480766.95111984
"1399","Non-harmonized","ssp1","rcp26","ipsl",2075,-238541.504869173,-10168923.2265843,-12386024.991561,-791639.84257567,-22674.6302752773,-3546198.85939854
"1400","Non-harmonized","ssp1","rcp26","ipsl",2080,-243907.175537078,-10834249.0056531,-12345616.0043125,-820636.62468816,-16006.2763303661,-3541619.09888626
"1401","Non-harmonized","ssp1","rcp26","ipsl",2085,-244442.808847069,-11407976.5894483,-11947255.6381201,-829377.084198359,-11546.9264619616,-3512927.41129535
"1402","Non-harmonized","ssp1","rcp26","ipsl",2090,-231212.514793782,-11612833.5171096,-11970614.7045768,-797618.56912411,-8725.45211799114,-3491583.77639318
"1403","Non-harmonized","ssp1","rcp26","ipsl",2095,-217987.117206118,-11519237.1020777,-11736025.5296343,-810633.716164053,-6907.09519808382,-3417112.44764174
"1404","Non-harmonized","ssp1","rcp26","ipsl",2100,-200790.162256318,-11190143.3896935,-11222688.4782924,-807967.659973004,-5667.63611728048,-3282639.18250091
"1405","Non-harmonized","ssp1","rcp26","miroc",2015,160050.776675945,2954174.61065782,-7586808.09325579,108684.10146541,-287973.767910151,-1439698.43461212
"1406","Non-harmonized","ssp1","rcp26","miroc",2020,136016.436642154,1396234.99420995,-8365202.6841992,-25390.5155491935,-222572.00337179,-1680727.77940875
"1407","Non-harmonized","ssp1","rcp26","miroc",2025,98748.2007790006,-117804.988745122,-9011844.83634376,-146443.161298465,-171105.97864747,-1902223.27410042
"1408","Non-harmonized","ssp1","rcp26","miroc",2030,51340.1130934787,-1669668.33156897,-9576165.24263299,-256842.392696408,-117730.503048441,-2033671.47297393
"1409","Non-harmonized","ssp1","rcp26","miroc",2035,14524.353597732,-3183230.8973154,-10318992.8765707,-337901.878184289,-77634.2613673222,-2280722.64357898
"1410","Non-harmonized","ssp1","rcp26","miroc",2040,-29496.9155299141,-4792545.87048795,-10777008.3496705,-420025.504320149,-64697.7677502513,-2571057.91573813
"1411","Non-harmonized","ssp1","rcp26","miroc",2045,-71651.420283647,-5899929.76073674,-11344919.5598282,-512006.287178892,-54139.613126015,-2819488.60298592
"1412","Non-harmonized","ssp1","rcp26","miroc",2050,-133626.337117857,-7103694.41307153,-11741849.5591817,-587421.707271718,-44585.8546439536,-2894142.45070642
"1413","Non-harmonized","ssp1","rcp26","miroc",2055,-157432.756366774,-8213163.66304007,-12059787.866351,-674881.802120563,-37172.2403693999,-3059099.90902101
"1414","Non-harmonized","ssp1","rcp26","miroc",2060,-176298.12219467,-9349541.9992552,-12414976.2955348,-761243.294977026,-32521.1542552401,-3183219.87237478
"1415","Non-harmonized","ssp1","rcp26","miroc",2065,-186558.061820344,-10199456.7249482,-12799938.7952498,-821178.097056588,-27693.6191573573,-3308511.61766972
"1416","Non-harmonized","ssp1","rcp26","miroc",2070,-202486.58458131,-10955012.5033413,-13019119.1458249,-894928.800992103,-21892.4911502458,-3440803.86635218
"1417","Non-harmonized","ssp1","rcp26","miroc",2075,-216584.450900708,-11736243.3443848,-13079038.7465305,-943955.031526399,-18227.7840015866,-3512463.58509974
"1418","Non-harmonized","ssp1","rcp26","miroc",2080,-208682.851937707,-12583277.875913,-12939749.1801889,-925868.906113672,-15067.2365536674,-3554026.07851526
"1419","Non-harmonized","ssp1","rcp26","miroc",2085,-204992.857201211,-13208685.4673598,-12953390.2784297,-926392.670169764,-13066.990817111,-3576866.14937116
"1420","Non-harmonized","ssp1","rcp26","miroc",2090,-205192.101762552,-13442503.3751349,-13104342.1228736,-919275.674857993,-9887.06569573624,-3553621.87844271
"1421","Non-harmonized","ssp1","rcp26","miroc",2095,-190563.393512632,-12831980.5275117,-12793236.276867,-906354.947824617,-7555.73596946309,-3461421.13402702
"1422","Non-harmonized","ssp1","rcp26","miroc",2100,-175875.108059665,-11697631.0508429,-12518291.1100228,-900065.375728572,-6150.59129022455,-3387849.36497283
"1423","Non-harmonized","ssp1","rcp26","noresm",2015,153549.58938705,4012256.81306347,-7271463.98891586,151408.962549201,-145075.854892712,-1463962.86588326
"1424","Non-harmonized","ssp1","rcp26","noresm",2020,105075.396022063,2373916.33082216,-8105181.64219602,-17486.1162638705,-144219.742922925,-1970871.3045152
"1425","Non-harmonized","ssp1","rcp26","noresm",2025,52844.8837041837,1169989.42962154,-8686577.65884409,-97669.674248111,-128450.607463425,-2168819.2412143
"1426","Non-harmonized","ssp1","rcp26","noresm",2030,-3389.28672965992,-342631.904317317,-9099431.49950875,-213187.625732744,-112770.02637372,-2408439.56446351
"1427","Non-harmonized","ssp1","rcp26","noresm",2035,-56016.1899660727,-1527055.26042363,-9856166.62934088,-260293.186946557,-92108.9151096514,-2623575.960443
"1428","Non-harmonized","ssp1","rcp26","noresm",2040,-105988.064586101,-2739205.51504367,-10435393.4798323,-361576.832401962,-87744.4550478352,-2836777.35923006
"1429","Non-harmonized","ssp1","rcp26","noresm",2045,-157811.744934442,-4049362.97918401,-11149637.4033839,-446383.024727136,-71979.1489047968,-3065457.31644058
"1430","Non-harmonized","ssp1","rcp26","noresm",2050,-184984.750515698,-5179564.51842365,-11433008.5387552,-513513.273608405,-59999.950541416,-3144058.61331897
"1431","Non-harmonized","ssp1","rcp26","noresm",2055,-200934.802169192,-5980865.73190301,-11840002.697665,-607300.004099989,-51613.8868982178,-3303395.46957352
"1432","Non-harmonized","ssp1","rcp26","noresm",2060,-213237.892909248,-6832325.3024339,-12262175.9118288,-685642.375811734,-44320.9521564269,-3435519.56556542
"1433","Non-harmonized","ssp1","rcp26","noresm",2065,-236184.019582734,-7613305.36507099,-12476233.6335046,-728748.07887659,-33288.4784794015,-3577256.62790314
"1434","Non-harmonized","ssp1","rcp26","noresm",2070,-246124.015137191,-8531807.02047851,-12570411.698927,-773545.1631046,-26418.1684530744,-3632164.57421577
"1435","Non-harmonized","ssp1","rcp26","noresm",2075,-246527.214704447,-9335178.11212294,-12560631.9852904,-792291.145904526,-22277.3997347289,-3720993.34806114
"1436","Non-harmonized","ssp1","rcp26","noresm",2080,-250553.437997537,-10051601.7695568,-12392571.2786496,-793967.267836901,-17747.013251197,-3717222.80955057
"1437","Non-harmonized","ssp1","rcp26","noresm",2085,-250345.257490877,-10799806.3087975,-12084895.0430349,-799257.158007523,-13932.4761900055,-3695194.73851952
"1438","Non-harmonized","ssp1","rcp26","noresm",2090,-243768.140928576,-11068004.88241,-12087370.4289999,-817877.823604705,-10572.6811876406,-3663077.58320263
"1439","Non-harmonized","ssp1","rcp26","noresm",2095,-227488.449858217,-11143534.8938267,-11905899.0825544,-814840.864319832,-8350.96242942576,-3573404.38530306
"1440","Non-harmonized","ssp1","rcp26","noresm",2100,-199034.019149615,-10143712.1513395,-11591495.7543061,-801392.424811075,-6473.84571058856,-3475646.13677841
"1441","Non-harmonized","ssp1","rcp45","gfdl",2015,155121.768919582,3871009.80218938,-7491100.91409038,123379.327625532,-346888.059899851,-1239266.07855236
"1442","Non-harmonized","ssp1","rcp45","gfdl",2020,100223.814728632,1879584.28743224,-8270632.12257868,-24750.2436399415,-262021.358911458,-1753248.57569708
"1443","Non-harmonized","ssp1","rcp45","gfdl",2025,57738.307337341,361686.372257299,-8719485.39198246,-132397.894794338,-199152.95525522,-1845969.84825584
"1444","Non-harmonized","ssp1","rcp45","gfdl",2030,18081.5637785225,-914936.764034146,-9049009.62475463,-209295.036483954,-149302.092391923,-2040480.69621121
"1445","Non-harmonized","ssp1","rcp45","gfdl",2035,-12183.578827523,-1569476.89853255,-9392385.65643152,-259787.704139958,-75865.9136903226,-2061134.5158608
"1446","Non-harmonized","ssp1","rcp45","gfdl",2040,-45697.8604494793,-2579942.59252875,-9738464.06361556,-323370.891331494,-35499.6517609393,-2175324.63119888
"1447","Non-harmonized","ssp1","rcp45","gfdl",2045,-67257.6617683503,-3472597.55243517,-9945314.76282049,-355466.684954372,-34711.3777615233,-2300106.82934087
"1448","Non-harmonized","ssp1","rcp45","gfdl",2050,-92119.5748014743,-4105953.53152437,-10080760.4137305,-371723.374264453,-34488.6611587789,-2426639.87751405
"1449","Non-harmonized","ssp1","rcp45","gfdl",2055,-104437.848741755,-4645114.87786173,-10497472.8595469,-413118.94516689,-32529.2196590733,-2508202.15468871
"1450","Non-harmonized","ssp1","rcp45","gfdl",2060,-115401.052571795,-5465328.81511108,-10761010.3826098,-473429.50079597,-28533.1282153744,-2585989.39805558
"1451","Non-harmonized","ssp1","rcp45","gfdl",2065,-142648.990819686,-6247767.05074877,-10924091.2701382,-552244.244934882,-28176.3643005167,-2741897.52735707
"1452","Non-harmonized","ssp1","rcp45","gfdl",2070,-161297.030562951,-7070235.69640675,-10907599.0363149,-627340.142755544,-27248.5708392494,-2869925.13164501
"1453","Non-harmonized","ssp1","rcp45","gfdl",2075,-178552.508243985,-7733883.49055753,-11094415.1589053,-684382.757895335,-24768.6119389958,-2934512.40204032
"1454","Non-harmonized","ssp1","rcp45","gfdl",2080,-185744.958225592,-8528013.78468438,-10972743.7931603,-717438.566317525,-23624.1604889789,-2954005.18458906
"1455","Non-harmonized","ssp1","rcp45","gfdl",2085,-191672.290159311,-9254139.28102747,-10864781.1154472,-789135.065935412,-21741.8152007811,-3043875.26204713
"1456","Non-harmonized","ssp1","rcp45","gfdl",2090,-208219.523845683,-9910449.35265485,-10914855.8141356,-877960.674428017,-19800.7022653317,-3064720.42388669
"1457","Non-harmonized","ssp1","rcp45","gfdl",2095,-210009.398295183,-10441745.062355,-10834061.3846454,-953807.897212747,-17291.919622948,-3153326.61367753
"1458","Non-harmonized","ssp1","rcp45","gfdl",2100,-208348.954114521,-11158197.5547353,-10846135.3896775,-970943.117911065,-15151.6155492933,-3175125.47531049
"1459","Non-harmonized","ssp1","rcp45","hadgem",2015,156936.214109464,3946393.11423188,-7457523.43072702,147021.288292797,-152427.161781439,-1290000.6059511
"1460","Non-harmonized","ssp1","rcp45","hadgem",2020,131330.654558079,2162300.002351,-8214782.56912586,-14201.4133756825,-168360.921179697,-1843466.46063843
"1461","Non-harmonized","ssp1","rcp45","hadgem",2025,99075.2301330188,343356.583417788,-8763166.49433098,-112194.26481856,-138961.12979667,-1979055.58594932
"1462","Non-harmonized","ssp1","rcp45","hadgem",2030,69436.5032369752,-1100820.03440904,-9135715.96247782,-196660.975995889,-109444.725956263,-2076357.97288071
"1463","Non-harmonized","ssp1","rcp45","hadgem",2035,45895.3248788306,-1751067.41061116,-9534303.53291869,-231124.373979311,-98395.7553308036,-2196491.72619435
"1464","Non-harmonized","ssp1","rcp45","hadgem",2040,10038.9159673961,-3551244.6080475,-9903686.54982971,-324860.967790959,-91428.2682134404,-2352111.08710283
"1465","Non-harmonized","ssp1","rcp45","hadgem",2045,-11007.0610405564,-4787121.37014543,-10133120.0166561,-428978.27633606,-75230.3687437091,-2503174.11409237
"1466","Non-harmonized","ssp1","rcp45","hadgem",2050,-44488.7330560055,-5566190.16077042,-10413359.1362279,-511495.825691292,-61093.3635698131,-2566519.2877376
"1467","Non-harmonized","ssp1","rcp45","hadgem",2055,-62971.2188935286,-6337182.01322042,-10900014.4159791,-589293.059473619,-50524.424340765,-2757686.80334973
"1468","Non-harmonized","ssp1","rcp45","hadgem",2060,-78033.0110149224,-7569485.55816384,-11334428.0700978,-677234.228889813,-43918.0811091401,-2882067.7305467
"1469","Non-harmonized","ssp1","rcp45","hadgem",2065,-108062.976130336,-8118969.73554834,-11823360.8718971,-798184.011820179,-39238.3312276352,-3050566.96919058
"1470","Non-harmonized","ssp1","rcp45","hadgem",2070,-114446.481130477,-8935873.0899014,-12052548.7978769,-870026.865175489,-34596.3477301029,-3104737.14434621
"1471","Non-harmonized","ssp1","rcp45","hadgem",2075,-113269.611039273,-9547656.14162974,-12255243.6724161,-888131.005818649,-32060.7071189161,-3144739.64256044
"1472","Non-harmonized","ssp1","rcp45","hadgem",2080,-120760.980051828,-11008215.180694,-12409989.0417273,-991416.1554291,-28570.0838899898,-3236165.11360275
"1473","Non-harmonized","ssp1","rcp45","hadgem",2085,-135659.845355837,-11479270.8396035,-12333910.5606979,-1019611.73279206,-25289.4406709616,-3276894.1212494
"1474","Non-harmonized","ssp1","rcp45","hadgem",2090,-156638.911959735,-12281551.5751855,-12410985.910646,-1141433.20969827,-23187.5914994556,-3377651.50915585
"1475","Non-harmonized","ssp1","rcp45","hadgem",2095,-171545.128373467,-13522283.8851813,-12253645.5214815,-1175041.59323316,-20553.3483121179,-3447982.74573851
"1476","Non-harmonized","ssp1","rcp45","hadgem",2100,-175184.631871766,-14529007.3023485,-12259384.2502887,-1237251.56336927,-18693.6451927347,-3454772.568356
"1477","Non-harmonized","ssp1","rcp45","ipsl",2015,153405.276098741,3384985.07194397,-7414671.30246883,114329.832623847,-121417.138009431,-1262116.20668821
"1478","Non-harmonized","ssp1","rcp45","ipsl",2020,89877.4647575414,1531466.12343215,-8163188.0804062,25737.3935930629,-152336.643156235,-1803238.69167693
"1479","Non-harmonized","ssp1","rcp45","ipsl",2025,65469.6446656103,445753.818584907,-8722535.90022027,-54963.839548511,-124744.498036803,-1989844.4980421
"1480","Non-harmonized","ssp1","rcp45","ipsl",2030,23024.3152123833,-711343.644450116,-9052144.19085318,-120127.23083557,-105986.138817051,-2068000.87004896
"1481","Non-harmonized","ssp1","rcp45","ipsl",2035,-15438.2274334978,-1796900.55565045,-9389509.38513345,-163652.595342562,-96592.4108325998,-2252989.18846651
"1482","Non-harmonized","ssp1","rcp45","ipsl",2040,-56721.2954039854,-2707924.8511814,-9680473.12471262,-241900.707181319,-81941.1560346896,-2375628.90995614
"1483","Non-harmonized","ssp1","rcp45","ipsl",2045,-92514.3991687776,-3382069.68331345,-10073490.9206648,-274055.268766994,-51485.33378534,-2523980.0747875
"1484","Non-harmonized","ssp1","rcp45","ipsl",2050,-106410.75698349,-4105484.17803672,-10316678.6845877,-351776.55666232,-35738.2462916712,-2589270.52696966
"1485","Non-harmonized","ssp1","rcp45","ipsl",2055,-122232.024580871,-4899392.14566498,-10563188.5799351,-430005.314095392,-30450.2738013208,-2728370.78892773
"1486","Non-harmonized","ssp1","rcp45","ipsl",2060,-141448.221057929,-5717927.74379827,-11206225.0446804,-504076.169103305,-25597.7369772978,-2952552.56000537
"1487","Non-harmonized","ssp1","rcp45","ipsl",2065,-157891.608487895,-6499895.47560847,-11407419.1532532,-550782.518752681,-21677.6263376256,-3075013.90703017
"1488","Non-harmonized","ssp1","rcp45","ipsl",2070,-162353.349611761,-7194709.90981297,-11684744.3258044,-617258.04643519,-20344.6100608274,-3165905.70669591
"1489","Non-harmonized","ssp1","rcp45","ipsl",2075,-178015.682607142,-7830600.29727391,-11929719.8902736,-665824.395301828,-18761.1884333933,-3272095.21938298
"1490","Non-harmonized","ssp1","rcp45","ipsl",2080,-187230.473135776,-8255261.18783571,-12057946.9408903,-708923.78740629,-17213.7447808676,-3325622.50530976
